Sino-Tibetan	Sino-Tibetan	**22974** **317051**	Hruso-Aka [hru] is clearly not a Miji dialect as held by **27155**. The shared lexicon is attributable to loans, and of what remains, there are insufficient Tibeto-Burman parallels for a Tibeto-Burman affiliation **163277**, **128393** **314525**, **323650**. The Kamengic group, Puroik, Miju, Mishmic and Koro-Milang show little Tibeto-Burman cognacy, but what they do show is slightly in favour of inheritance (rather than borrowing) since they occur in the basic vocabulary **128393**, **25219**, **134530** **314525**, **323650** and in grammar in the case of Koro-Milang **314525**.
Arawan	Arawán	**70886**, **9338**	
Canichana	Canichana	**41201**	
Chumashan	Chumashan	**75074**, **65869**	
Paez	Páez	**41201**	
Salishan	Salishan	**75074**	
Abinomn	Abinomn	**38805**, **89329**	
Chukotko-Kamchatkan	Chukotko-Kamchatkan	**141356**, **160784**	The explanation of a genealogical relationship between Chukotian and Kamchadal is preferable to an areal explanation **141356**. Parallels between Nivkh and Chukotko-Kamchatkan are insufficient to conclude a genealogical relationship **316393**
Teberan	Teberan	**308438**	The suggested Pawaian relation is based on lexicostatistics and typological features **8971**, while e.g.~the pronouns do not match systematically **9720**:501-504.
Nimboran	Nimboran	**31301**	
Mochica	Mochica	**109221**	
Yaruro	Yaruro (Pumé)	**41201**	
Angan	Angan	**24669**	As has been clear at least since **140544** there are insufficient lexical links to posit a relationship with Trans New Guinea.
Purari	Purari	**127350**	
Kutenai	Kutenai	**75074**	
Matacoan	Matacoan	**38985**, **49012**	
Eastern_Daly	Eastern Daly	**132097**:13 **43209** **21968**, **38019**	
Bunaban	Bunaban	**5516**	
Iroquoian	Iroquoian	**11407**	
Iberian	Iberian	**28039**	
Heiban	Heiban	**139267**	Heiban is held together by pronouns, lexical cognates, and form-meaning resemblances in the noun class systems, though with a small question mark for Warnang. The alleged noun class form/meaning correspondences to other Kordofanian groups, namely Rashad and Talodi (with Tegem), in **13873**, **103725** are not convincing as conclusively genetic; As to form, there is much eclectic selection as well as irregular correspondences, and as to meaning, the methodology of finding non-cognate shared class items is highly dubious. Chance resemblance has not been excluded. The lexical evidence for a Kordofanian unity is weak in the extreme **138062**. It follows that the arguments presented for a Niger-Congo affiliation are not compelling either.
Pomoan	Pomoan	**75074**	
Kaki_Ae	Kaki Ae	**142846**	Similarly, with the proportion of lexicon shared with Kaki Ae, the semantic fields, metalinguistic awareness, relevant sociolinguistic facts favour a borrowing scenario **142846**:33-34. The so-called sound shifts alluded to by **28400** are, in fact, perfectly predictable loan renderings given the phonemic systems of Eleman (which has no n/l/r-phonemic distinction) and Kaki Ae (which has no t/k distinction).
Anem	Anêm	**101743**, **103017**, **115132**	Pronoun resemblances **148196** are not enough for concluding a Yele-West New Britain Family.
Jalaa	Jalaa	**162253**	
Burmeso	Burmeso	**161740**	
Ndu	Ndu	**30214**	The Ndu languages do not show cognate gender markers with Sepik while the pronouns show some amount of resemblance **161751**:126-139. However, with the extant variety of pronoun forms with the Sepik languages, it is difficult to ascertain beyond-chance relationships. The best resemblance is with Kwoma but there is detailed refutation of the evidence so far presented that Ndu is related to Kwoma-Kwanga (or the rest of Sepik) **30214**. Yerakai shares no significant lexical relations with any Sepik language **109325**:14, except Ndu **108516**:23, but these are arguably loans from the adjacent Iatmul (as of intermarriage) **109325**:14 **28589**.
Hadza	Hadza	**154537**	
Yareban	Yareban	**157557**	Evidence for Trans New Guinea membership **157557**:624-631 **75576** or with other neighbouring families **157557**:624-631 is clearly insufficient, as the lexical links so far proposed are few and show irregular one-consonant correspondences.
Waia	Waia	**112728**	**125387**:325 claims that Waia is related to the Pahoturi languages but adduces no evidence and there is certainly nothing obvious that links the two. Pronouns were not explicitly examined (and perhaps not implicitly either) by Ross **10496** but, in any case, they do not match Pahoturi.
North_Halmahera	North Halmahera	**150167**, **134576**, **52038**, **74412**, **37728**	
Boran	Boran	**75011**, **112768**, **100381**	**140034** clearly demonstrates the internal unity of Boran and Huitotoan respectively, on the grounds of shared basic lexicon (including pronouns). The Boran to Huitotoan comparisons, however, show irregular correspondences **75011**, **112768** and are therefore premature.
Comecrudan	Comecrudan	**34884**	
Sape	Sapé	**93706**	
Baining	Baining	**10294** **148196**:311	
Kuliak	Kuliak	**85556**	
Zamucoan	Zamucoan	**41201**, **68255**, **149374**	
Muskogean	Muskogean	**33324**, **64468**	
Mawes	Mawes	**52141**	
Zuni	Zuni	**75074**	
Jodi	Jodi	**152078**	There are some miscellaneous resemblances to language in the Nadahup family **38463**.
Panoan	Panoan	**319362**	
Tor-Orya	Tor-Orya	**300404**, **10496**	The pronouns for Tor are not Trans New Guinea and other arguments have not been offered **300404**:413-414, nor are there any apparent relations in newer data published after Voorhoeve. Tor and Orya are unquestionably related **27456**, **42038**.
Ongota	Ongota	**317423**:227-234	
Ticuna-Yuri	Ticuna-Yuri	**133528**, **319493**	
Yawa	Yawa	**31301**, **7728**	
Tekiraka	Tekiráka (Vacacocha, Awshiri)	**41201**	
Berta	Berta	**101838**, **34849**	
South_Bird's_Head_Family	South Bird's Head Family	**24826** **300404**:437-446	Evidence for inclusion in Trans New Guinea is weak **300404**:437-446, especially lexically. The same can be said for a relation with Inanwatan, Konda-Yahadian and the older West Papuan affiliation **24826**.
Oyster_Bay	Oyster Bay	**306230**	
Greater_Kwerba	Greater Kwerba	**124021**	Including Isirawa, Airoran and Samarokena **124021**:18-20
Yana	Yana	**75074**	
Kartvelian	Kartvelian	**93496**	
North-Eastern_Tasmanian	North-Eastern Tasmanian	**306230**	
Sepik	Sepik	**161751** **314585** **109325**	Includes Abau, Yellow River, Iwam, Ram (Pouye, Karawa, Awtuw), Wogumusin-Chenapian, Tama, Kwoma-Kwanga (Kwoma, Kwanga, Mende), Sepik Hill for which the pronouns, gender markers as well as dative, locative marker and benefactive verb are largely cognate **161751**:126-139 and/or there are significant lexical relations **109325**:12-14. The Ndu languages do not show cognate pronouns or gender markers, and there is there is a detailed refutation of the evidence so far presented that Ndu is related to Kwoma-Kwanga (or the rest of Sepik) **30214**. Yerakai shares no significant lexical relations with any Sepik language **109325**:14, except Ndu **108516**:23, but these are arguably loans from the adjacent Iatmul (as of intermarriage) **109325**:14. No other argument for a Sepik affiliation in offered **30504**:738 and Yerakai is not mentioned in Foley's re-consideration of the Sepik family **161751**. Similarly, there is no evidence that Biksi is Sepik since nothing significant was presented **30504** and the lexical evidence does not warrant it **109325**. The Bikaru-Bragge wordlist in **22758** presumably represents the Pikaru dialect of Bisorio (an Engan language) despite the divergence of the two, since the body part terms agree and the elicitation sessions were monolingual.
Tequistlatecan	Tequistlatecan	**75074**	
Eastern_Jebel	Eastern Jebel	**177847**	No conclusive, methodologically sound basis for assigning Eastern Jebel to Eastern Sudanic **145233** or to an alleged full or partial Nilo-Saharan has been presented **25272**, **28737**, **300290**.
Tamaic	Tamaic	**57761**, **110406**	No conclusive, methodologically sound basis for assigning Tama to Eastern Sudanic **145233** or to an alleged full or partial Nilo-Saharan has been presented **25272**, **28737**, **300290**.
Nuclear-Macro-Je	Nuclear Macro-Jê	**85851** **105441** **306521**:262-287 **110882** **76034** **80559** **62158** **48053**, **111963**	Convincing published lexical evidence exist for the relatedness of Northern-Southern Je in a Je subgroup **85851**, Je-Jabuti **105441**, Je-Karaja **306521**:268-287, Je-Rikbaktsa **76034**, Ofaye **62158**, Maxakalian-Je **48053**, **111963**, Je-Aimore **80559**. For Kamakanan and Puri-Coropo-Coroado the lexical parallels adduced by **158410** and **153186** remain to be corroborated using Kamakanan proto-forms **79381** and Puri-Coropo-Coroado proto-forms **21917**. For Kariri, Bororoan and Chiquitano there is suggestive, but not conclusive grammatical evidence **306521**:265 **63035** **73916** (also shared by Carib and Tupi **75120**) and little in the way of lexicon. For Fulniô, Guató and Otí there is insufficient evidence whatsoever **306521**:262-287.
Koman	Koman	**145050**	No conclusive, methodologically sound basis for assigning Koman to an alleged full or partial Nilo-Saharan has been presented **25272**, **28737**, **300290**. Evidence for including Gule with Koman **145050** is so far insufficient.
Mailuan	Mailuan	**157557**, **46037**	Evidence for Trans New Guinea membership **157557**:624-631 **75576** or with other neighbouring families **157557**:624-631 is clearly insufficient, as the lexical links so far proposed are few and show irregular one-consonant correspondences.
Xukuru	Xukuru	**97882**	
Mure	Mure	**164617**, **126077**	The text analysis of Mure by **126077** is sound, but the parallels with Chapacuran are limited to a few words, while the rest it utterly different. Therefore, the near-identical Chapacuran words are likely to be loans, especially given that the Mure were missioned together with Chapacuran peoples. No other relation for the Mure data has been suggested or is apparent.
Mangarrayi-Maran	Mangarrayi-Maran	**152883**, **5516**, **61985**	Verb morphology evidence for a Gunwinyguan affiliation **25966** or an Arnhem family **10131** is still inconclusive.
Leko	Leko	**94277**	
Dibiyaso	Dibiyaso	**112728**, **13373**	Dibiyaso is often associated with its northern neighbour Bosavi through a small number of matching lexical items. **112728**:12 gives a number of lexical lookalikes between Dibiyaso and Kaluli. These contain a few fairly convincing comparisons where Dibiyasu \emph{p} corresponds to Kaluli \emph{f}. The items in question are common to the entire Bosavi Watershed group (not just Kaluli) but none are found in the Etoro-Bedamini group. This suggests, that we are dealing with loans between Dibiyaso and the Bosavi watershed group. Similarly, Turumsa and Dibiyaso are said to share as much as 19\% lexicostatistical similarity **61402**, but, looking at the items in question and the sociolinguistic situation, a loan scenario is preferable to a genealogical one.
Awin-Pa	Awin-Pa	**300404**:389-391	
Atacame	Atacame	**41201**	
Busa	Busa (Odiai)	**31052**	
Koreanic	Koreanic	**318634**	See **133723** for the latest critique of Altaic.
Mimi-Gaudefroy	Mimi-Gaudefroy	**139914**	
Daju	Daju	**111605**	No conclusive, methodologically sound basis for assigning Daju to Eastern Sudanic **145233** or to an alleged full or partial Nilo-Saharan has been presented **25272**, **28737**, **300290**.
Vilela	Vilela	**305710**	Vilela shares some cultural vocabulary with Lule **305710**, but otherwise the two are clearly distinct **302074**:li-lv.
Aikana	Aikanã	**20430**	
Betoi	Betoi	**41201**	
Tegem	Tegem	**13873**	Tegem systematically stands out from Narrow Talodi lexically, pronominally, in the noun class system and alleged sound correspondences are often irregular. The alleged noun class form/meaning correspondences to other Kordofanian groups, namely Rashad and Heiban, in **13873**, **103725** are not convincing as conclusively genetic; As to form, there is much eclectic selection as well as irregular correspondences, and as to meaning, the methodology of finding non-cognate shared class items is highly dubious. Chance resemblance has not been excluded. The lexical evidence for a Kordofanian unity is weak in the extreme **138062**. It follows that the arguments presented for a Niger-Congo affiliation are not compelling either.
Left_May	Left May	**108544**, **109325**	From **109325** we know that the family is internally coherent (with sound correspondences) and that there are no convincing external relations revealed in the lexicon.
Cotoname	Cotoname	**34884**	
Southern_Daly	Southern Daly	**113671**, **43209**	
Taulil-Butam	Taulil-Butam	**64346**:250 **148196**:311 **100977**:17	
Tangkic	Tangkic	**135822**, **131144**	Despite **43411**, the lexical evidence for a relation to Minkin shows no regular correspondences, and the case does not improve when considering proto-Tangkic rather than the modern Tangkic languages (p.c.~Erich Round 2013).
Sulka	Sulka	**26815**	
Itonama	Itonama	**92879**	
Karankawa	Karankawa	**75074**	
Lule	Lule	**302074**	Lule shares some cultural vocabulary with Vilela **305710**, but otherwise the two are clearly distinct **302074**:li-lv.
South-Eastern_Tasmanian	South-Eastern Tasmanian	**306230**	
Iwaidjan_Proper	Iwaidjan Proper	**132097**, **5516**	The evidence for including Marrku-Wurrugu in Iwaidjan is not sufficient as the similarities may well be due to borrowing in the case of Marrku **127291** and the very poorly attested Wurrugu was included because of its lexical correspondences with Marrku rather than the rest of Iwaidjan **78115**.
Burushaski	Burushaski	**135472**	
Maningrida	Maningrida	**132097**, **10131**	Membership is Burarra, Gurr-Goni, Na-kara and Ndjébbana. Evidence for inclusion in an Arnhem family is still inconclusive.
Jirajaran	Jirajaran	**41201**	
Kuot	Kuot	**46091**	
Siuslaw	Siuslaw	**75074**	
Kresh-Aja	Kresh-Aja	**153816**, **101036**	Neither the Kresh group nor Aja have yet been shown to be a bona fide Central Sudanic language **101036**. The argument by Santandrea that Aja is a Banda-ised Kresh-family language is convincing **153816**.
Kol	Kol	**103017**, **115132**	
South_Bougainville	South Bougainville	**152370**	
Abun	Abun	**52038**, **74412**, **37745**	
Chapacuran	Chapacuran	**155339**	The text analysis of Mure by **126077** is sound, but the parallels with Chapacuran are limited to a few words, while the rest it utterly different. Therefore, the near-identical Chapacuran words are likely to be loans, especially given that the Mure were missioned together with Chapacuran peoples.
Mixe-Zoque	Mixe-Zoque	**137823**, **23851**	Also includes Ulterior Mixe, a newly discovered language **111862**
Eskimo-Aleut	Eskimo-Aleut	**83769**	
Abkhaz-Adyge	Abkhaz-Adyge	**135227**	
Jivaroan	Jivaroan	**41201**	
Tallan	Tallán	**77389**	There are occasional lexical links to the Sechuran language **41201**:398-400, but the very limited data available is not compelling towards a genetic relationship.
Bororoan	Bororoan	**318984**	
Touo	Touo	**16918**, **301848**	
Aymaran	Aymaran	**41201**, **63782**	
Saliban	Saliban	**80153**, **317719**	
Uralic	Uralic	**91346** **320243**	
Bilua	Bilua	**16918**, **301848**	
Kayagaric	Kayagaric	**300404**:366-369	
Misumalpan	Misumalpan	**141647**	Interesting links have been noted with Lencan **126544**.
Ainu	Ainu	**83939**	
Gule	Gule	**145050**	Evidence for including Gule with Koman **145050** is so far insufficient.
Kalapuyan	Kalapuyan	**29689**	
Mayan	Mayan	**75074**	
Uru-Chipaya	Uru-Chipaya	**34834**	
East_Strickland	East Strickland	**13373**	Evidence for Trans New Guinea membership **9720**:509-510 is insufficient and the lexicostatistical figures **13373** linking East Strickland to Bosavi are difficult to reproduce
Coosan	Coosan	**75074**	
Cayuse	Cayuse	**29689**	
Muniche	Muniche	**41201**	
Usku	Usku	**83861**	
Tungusic	Tungusic	**133723**	See **133723** for the latest critique of Altaic.
Tai-Kadai	Tai-Kadai	**143872**, **50586**	Jiamao [jio] has recently been suggested as a language isolate with heavy Hlai overlay **141426**. However, if the suggestion of massive borrowing from Hlai into Jiamao is in fact correct, so little residual vocabulary remains that it appears insufficient for positing a new language isolate. Therefore Jiamao is counted as a Hlai, and thus Tai-Kadai, language.
Biksi	Biksi	**109325**, **314585**, **83861**	Evidence for a Sepik affiliation is too scant, though data is very scant too. No convincing lexical relationship with Kimki **128721**.
Kawesqar	Kawesqar	**28684**, **41201**	
Andoque	Andoque	**62424**	
Indo-European	Indo-European	**152056**	Bharia [bha] is an IE language close to Bundeli **304344**:640-645
Tonkawa	Tonkawa	**75074**	
Yuchi	Yuchi	**75074**	
Timucua	Timucua	**75074**	
Tuxa	Tuxá	**97882**	
West_Bird's_Head	West Bird's Head	**302185**, **37745**, **134576**, **74412**, **132269**	
Palaihnihan	Palaihnihan	**75074**	
Tsimshian	Tsimshian	**75074**	
Laal	Laal	**36567**	
Maybrat	Maybrat	**52038**, **74412**, **37745**	
Mpur	Mpur	**52038**, **74412**	
Masep	Masep	**124021**	
Sumerian	Sumerian	**100518**	
Moraori	Moraori	**125387**	Wurm's arguments **125387**:327-335 for a Trans-Fly assignment are not convincing as the only argument appears to be unreliable lexicostatistical calculations.
Nyimang	Nyimang	**160138**	No conclusive, methodologically sound basis for assigning Nyimang to Eastern Sudanic **145233** or to an alleged full or partial Nilo-Saharan has been presented **25272**, **28737**, **300290**. More recent more narrow parallels are suggestive but not enough to be conclusive **26179**.
Yamana	Yámana (Yahgan)	**28684**, **41201**	
Lakes_Plain	Lakes Plain	**301770**	
Maku	Máku	**152078**	
Garrwan	Garrwan	**101623**, **56086**	Wanyi, Garrwa.
Yuat	Yuat	**314585**, **161751**, **108516**	The family is assumed on lexical similarities hinted at by Laycock. What little data on Yuat that was available to Foley in connection with his demonstration of the Lower Sepik-Ramu family, it was not sufficient for a genetic relationship with Lower Sepik-Ramu. Sufficient argumentation for a relation with the Mongol-Langam languages is wanting **108516**.
Hurro-Urartian	Hurro-Urartian	**61272**, **79098**	
Kusunda	Kusunda	**112237**	
Matanawi	Matanawí	**67885**	
Geelvink_Bay	Geelvink Bay	**64567**, **126692**	
Ramanos	Ramanos	**104642**	The minuscule wordlist in **104642** shows no convincing resemblances to surrounding languages.
Tucanoan	Tucanoan	**325155**	
Urarina	Urarina	**149356**	
East_Bird's_Head	East Bird's Head	**302185**, **83498**	
Hruso-Aka	Hruso-Aka	**128393**	Hruso-Aka [hru] is clearly not a Miji dialect as held by **27155**. The shared lexicon is attributable to loans, and of what remains, there are insufficient Tibeto-Burman parallels for a Tibeto-Burman affiliation **163277**, **128393** **314525**, **323650**.
Haida	Haida	**23502**	Interesting well-analysed parallels between Haida, Eyak-Athapaskan and Tlingit have surfaced recently **8392** but is not enough to conclude a genetic relationship.
Namla-Tofanma	Namla-Tofanma	**83861**	
Takelma	Takelma	**29689**	
Huitotoan	Huitotoan	**75011**, **112768**, **100381**	**140034** clearly demonstrates the internal unity of Boran and Huitotoan respectively, on the grounds of shared basic lexicon (including pronouns). The Boran to Huitotoan comparisons, however, show irregular correspondences **75011**, **112768** and are therefore premature.
Quechuan	Quechuan	**41201**, **63782**	
Puri-Coropo-Coroado	Puri-Coropo-Coroado	**21917**	The lexical similarities to Jê adduced by Loukotka **153186** remain to be corroborated using Puri-Coropo-Coroado proto-forms **21917**.
Natchez	Natchez	**75074**	
Guato	Guató	**45804**:65-70, **306521**:263-264	
Arafundi	Arafundi	**31301**	
Dem	Dem	**94763**	The cognation judgments involving Dem in **94763** are overly optimistic in that a match is judged if at least one segment matches. This procedure yields inconsistent sound correspondences. The lexicostatistic argument for relatedness is the only one offered so far, and apart from probable borrowings, we cannot find any cognates in vocabulary or morphology.
Araucanian	Araucanian	**41201**	
Songhay	Songhay	**91783**, **59053**	The Nilo-Saharan affiliation à la Ehret or Bender is thoroughly dismantled by Nicolaï, and the Berber-like lexical stratum remains inconclusive.
Puinave	Puinavé	**138662**:419-439 **21440**	There are some lexical paralles with Nadahup and Kakua-Nukak  **138662**:419-439 but these are hardly conclusive of a genetic relation **21440**.
Hatam-Mansim	Hatam-Mansim	**139275**, **158878**	
Rashad	Rashad	**13873**	Rashad is held together lexically and pronominally **160138**:46-52. The noun class system cannot be shown conclusively to be original as there as no secure traces of a loss. The alleged noun class form/meaning correspondences to other Kordofanian groups, namely Talodi (with Tegem) and Heiban, in **13873**, **103725** are not convincing as conclusively genetic; As to form, there is much eclectic selection as well as irregular correspondences, and as to meaning, the methodology of finding non-cognate shared class items is highly dubious. Chance resemblance has not been excluded. The lexical evidence for a Kordofanian unity is weak in the extreme **138062**. It follows that the arguments presented for a Niger-Congo affiliation are not compelling either.
Mande	Mande	**160152**, **69815**, **114134**, **9853**	Mande has not yet been shown to contain systematic sound correspondences, noun class systems or verbal extensions with Niger-Congo in some form.
Bayono-Awbono	Bayono-Awbono	**310961**	
Khoe-Kwadi	Khoe-Kwadi	**78060**, **148882** **400000**	
Wagiman	Wagiman	**132097**	So far there has been no published case for a relation with Yangmanic beyond typological similarities and very low cognate percentages **33863**:5-6, and there is no obvious relation between the two **59726**.
Cariban	Cariban	**150026**, **61901**, **62424**	There is parallel in relational prefix with Tupian and (Macro-Je) which is suggestive but not conclusive **75120**
Kaure-Narau	Kaure-Narau	**126692**, **83861**	A newer evaluation of the lexical relationships (claimed in **126692**:45) show no signficant relationship between the Kaure-Narau languages and Kapauri (**110459**):13.
Birri	Birri	**124650**, **101036**	Birri has not yet been shown to be a bona fide Central Sudanic language **101036**.
Nyulnyulan	Nyulnyulan	**119102**, **8064**	
Guaicuruan	Guaicuruan	**318969**	
Mairasi	Mairasi	**43722**	Links with Tanahmerah are unconvincing lexically and pronominally **300404**:424-431 **10496**.
Yukaghir	Yukaghir	**90084**	
Suki-Gogodala	Suki-Gogodala	**24669**, **134151**	
Sentanic	Sentanic	**102387**, **69039**	The relation of Sentani-Nafri-Tabla (SNT) to Demta is best argued in **69039**:161-163, see also **111234**, and can be verified with the subsequent SNT phonological reconstruction **102387** and the longer wordlists in **42038**.
West_Bomberai	West Bomberai	**300404**:432-437	The inclusion of the poorly known Karas is best argued in **126844**:33-36, with systematic correspondences in pronominals and a few items of basic vocabulary. Evidence for inclusion in Trans New Guinea is weak **300404**:432-437, both lexically and pronominally, cf.~**108875**:94-95. Likewise, the East Timor/Alor comparisons in **85492** are flimsy.
Guamo	Guamo	**41201**	
Atakapa	Atakapa	**71052**	
Eastern_Trans-Fly	Eastern Trans-Fly	**125387** **133002**	Wurm's arguments **125387**:327-335 for a Trans New Guinea affiliation appear to be unreliable lexicostatistics and typological features. Likewise, the lexical and pronominal evidence for a Trans New Guinea affiliation is weak. See **133002** for additional lexical data on the internal coherence of the group.
Bogaya	Bogaya	**300404**:395-396	Arguments for the relatedness for Duna and Bogaya are given in **300404**:395-396 but pronouns do not match sufficiently well for an immediate Trans New Guinea affiliation, and apart from this, there are only capricious lexical similarities to other families **152360**.
Chimakuan	Chimakuan	**75074**	Incl. Quileute
Pankararu	Pankararu	**97882**	
Seri	Seri	**36222**	
Gaagudju	Gaagudju	**132097**, **5516**	Evidence for an Arnhem family or a Gunwinyguan affiliation is not sufficient.
Coahuilteco	Coahuilteco	**34884**	
Bogia	Bogia	**65275** **37308**:180-183	No evidence for the Bogia (Monumbo) languages being related to other Torricelli languages was ever presented **65275**.
Washo	Washo	**75074**	
Cuitlatec	Cuitlatec	**75074**	
Yangmanic	Yangmanic	**132097**	So far there has been no published case for a relation with Wagiman beyond typological similarities and very low cognate percentages **33863**:5-6, and there is no obvious relation between the two **59726**.
Nilotic	Nilotic	**143229**, **78212**	No conclusive, methodologically sound basis for assigning Nilotic to Eastern Sudanic **145233** or to an alleged full or partial Nilo-Saharan has been presented **25272**, **28737**, **300290**.
Baibai-Fas	Baibai-Fas	**107948**	Laycock never presented real evidence for a Kwomtari-Baibai-Pyu family **122228**. The membership is Baibai [bbf] and Fas [fqs] and not Biaka/Nai [bio] as many sources have erroneously repeated.
